CustomerID,Age,AnnualIncome,SpendingScore,Region,Category,PurchaseFrequency
223,33,72675.53761864197,59.626283409918,North,Clothing,3
224,18,68275.98194902997,75.64680316714445,East,Clothing,8
225,39,56294.246822445835,103.42541860939836,East,Electronics,1
226,53,57403.586005331475,90.18242068982471,East,Home,3
227,40,60876.229439582195,87.16138711480727,South,Home,7
228,18,57059.95996743023,67.50465457384972,South,Clothing,5
229,36,79277.58233589819,114.50976482594298,West,Electronics,9
230,38,104210.46003182702,70.90031808952052,West,Beauty,5
231,31,48850.16429984333,93.24639832753594,East,Home,4
232,27,32603.940408418443,64.89646909991174,East,Clothing,5
233,40,58234.359032974906,96.46355508866833,South,Home,7
234,32,111594.18675308637,89.11671388240973,West,Home,3
235,55,43926.50864060538,66.91597257664671,East,Beauty,6
236,52,92782.33610888134,106.05678430872813,West,Electronics,7
237,18,93554.0162815288,91.33165133978144,West,Beauty,4
238,47,48928.23516584011,105.42672801505141,East,Electronics,4
239,32,71379.66158370551,101.78900503770959,South,Home,4
240,35,92567.93246257075,53.9493169658131,East,Clothing,3
241,20,52417.44518025026,81.0496637407362,East,Beauty,4
242,43,55928.392797952765,101.86693109669393,West,Electronics,2
243,46,48366.38172102712,86.83928054913449,East,Home,7
244,55,39704.86538614266,107.42690197630147,South,Electronics,6
245,30,47014.449098679856,102.2348236108009,East,Electronics,7
246,40,35521.19466475487,97.98220685218169,South,Electronics,5
247,34,60681.66936518452,93.55715889754399,South,Home,4
248,18,44600.53537882716,55.926532004631326,West,Clothing,5
249,46,64675.71823581495,49.88049463833703,North,Clothing,4
250,29,28882.087075927455,60.81616073256551,North,Clothing,7
251,29,66617.60464428914,110.08108450055468,West,Electronics,5
252,51,76670.5792321785,81.38060797437203,East,Home,6
253,70,20125.28714857089,101.2701905446056,West,Electronics,5
254,37,67481.13139695144,55.12080020051772,South,Clothing,2
255,18,84553.37984946584,66.20698368170258,North,Clothing,4
256,34,35807.17962617589,97.39023130213941,West,Home,4
257,60,93451.44773675407,93.98830546564956,East,Electronics,6
258,21,68380.3801873209,80.192716586338,West,Beauty,11
259,35,45899.76288483183,78.4881188985467,North,Beauty,6
260,34,58884.61844684588,48.92175512060591,West,Clothing,8
261,28,71166.53825043445,110.7993599251469,West,Home,5
262,44,61520.10782824823,102.08377378395359,North,Electronics,3
263,18,70775.11984892738,114.29044821944095,South,Electronics,5
264,18,41586.52813841267,66.42955597816051,South,Clothing,1
265,21,63387.21648072156,68.98827885824872,North,Clothing,8
266,30,31725.710061900398,114.72964792635189,West,Electronics,6
267,64,57775.47877302599,97.76588127164678,North,Electronics,4
268,18,41921.847170704204,77.78098719706841,South,Clothing,7
269,39,45289.40114820467,109.44537600699955,East,Electronics,1
270,31,84721.86350420874,73.66040730708406,West,Beauty,7
271,42,81826.20241188537,59.93856692069228,South,Clothing,3
272,27,72182.76241814354,108.35389663576319,West,Electronics,9
273,38,38153.744706548416,51.92045232425724,North,Clothing,4
274,40,53671.83100610396,96.40748619730316,East,Home,2
275,18,84261.95399958367,62.731468381848174,North,Clothing,4
276,30,62834.33827279809,62.48317307489948,East,Clothing,6
277,42,106386.59079963388,87.17857369029733,West,Home,2
278,22,67866.35678788743,79.73064838012085,West,Beauty,1
279,45,63840.98232980063,98.96646615813498,North,Electronics,7
280,35,53817.67071594997,100.67810292745737,East,Home,7
281,26,62670.81809564565,65.17550005798962,East,Clothing,6
282,52,56950.603272389126,92.53438874797514,West,Electronics,8
283,59,74162.17353377181,81.41660227032875,North,Home,7
284,30,79134.04633589167,110.41936250880467,East,Electronics,5
285,70,44280.21078984101,84.5979633536075,West,Electronics,6
286,18,33375.34092884444,111.3724249071378,South,Home,6
287,43,23275.892537934065,97.61291747375355,North,Electronics,7
288,37,70159.82653825087,67.39608069074,South,Beauty,6
289,43,37932.66787652252,95.03338201082181,North,Home,3
290,22,16942.18814095034,69.68978314572621,West,Beauty,3
291,22,67771.57209061929,66.00084802600249,East,Clothing,1
292,39,109859.99034865582,103.38154641544662,East,Electronics,5
293,18,59878.58176920213,56.429683628811176,East,Clothing,3
294,35,76769.81548903283,53.16557707558266,North,Clothing,9
295,49,61636.5871709513,98.05421912407891,West,Electronics,8
296,31,58022.20693617715,82.28429217264133,South,Home,4
297,55,78381.52965975537,94.81010735589022,West,Electronics,2
298,28,54194.509116226975,60.8515560485701,South,Clothing,3
299,34,65347.84628143806,60.43609097315213,North,Clothing,2
300,47,66433.95612392027,83.97960183522486,North,Home,4
301,35,46638.190927139025,109.83222298420131,South,Electronics,4
302,18,79840.84699073045,69.83653681301243,South,Clothing,5
303,38,56500.80486609183,65.08075549750212,South,Beauty,8
304,32,44885.096810143106,59.7212676114102,West,Clothing,6
305,24,70730.19687140807,64.65391903269118,South,Clothing,3
306,41,42030.64036417926,96.72192611417695,North,Home,5
307,45,60563.62314738257,64.95420480732672,North,Beauty,6
308,18,59817.62006711593,66.92432729180553,East,Clothing,3
309,31,81717.91131663157,62.92809687109242,South,Clothing,8
310,27,69493.96465759905,74.30392686250651,West,Beauty,8
311,42,59499.46082509712,104.3952390107514,West,Electronics,5
312,58,76355.32598400574,94.55921984744441,West,Electronics,4
313,34,87804.15098034627,59.56432825745455,East,Clothing,2
314,34,71156.20612703725,58.328688300236436,North,Clothing,6
315,60,60207.05239686761,95.91506464155741,West,Electronics,5
316,40,33763.27535299681,93.2582863607251,North,Home,6
317,38,38697.72673849255,78.13142927427697,East,Beauty,7
318,26,53895.50591290665,74.90638583795534,South,Beauty,3
319,43,47809.75595681433,85.88122026146075,South,Home,9
320,38,56260.57394029108,90.33205242253094,South,Home,2
321,41,61132.99849794214,82.4688168995531,West,Home,0
322,47,70593.85508713461,88.55813356236801,South,Home,6
323,30,58590.024438818175,108.55344863007882,West,Home,4
324,65,69730.03287652404,84.02466695366162,East,Home,6
325,18,61289.488296202406,84.89421722012821,East,Beauty,4
326,25,20490.668672922577,110.95208500594211,West,Home,5
327,58,41213.29212362491,91.04236479447684,North,Electronics,2
328,49,57118.24888556769,92.4119854489499,South,Home,5
329,47,35806.10514317785,94.13739671676346,South,Home,4
330,37,71998.57459992409,66.82461379211841,South,Beauty,3
331,29,90615.01664687395,71.44162057117383,West,Beauty,5
332,29,84375.23703394634,107.87039343872512,East,Home,3
333,30,55731.14258139584,65.85496181388275,South,Beauty,3
334,18,89814.52273699903,65.6581560043131,East,Clothing,4
335,41,62973.34914404223,63.28835993561714,South,Beauty,8
336,28,53258.28057763921,76.13490695681877,South,Beauty,5
337,20,47731.9467291812,77.53780090197067,West,Beauty,4
338,26,53950.60627023743,79.21469309948617,North,Beauty,4
339,49,52236.46362917543,101.02639311954839,West,Electronics,4
340,38,63408.32444750975,106.75301246422318,South,Electronics,4
341,35,63211.47962099729,99.9847657032126,South,Electronics,7
342,42,60060.92040306829,93.38631629671113,North,Home,8
343,42,68738.763394927,90.56386339246559,East,Home,7
344,18,83812.92549572683,66.40645712521241,East,Clothing,3
345,39,78991.08270882648,110.47846877185181,South,Electronics,6
346,42,30302.040631001928,96.66328758311006,East,Home,6
347,18,8921.577301960904,82.40626974172525,South,Beauty,4
348,18,78686.39822478547,79.2377313418113,North,Beauty,6
349,36,32662.42603169158,102.59283147386502,North,Electronics,9
350,22,55504.69196214633,66.42295689419637,South,Clothing,6
351,28,36597.739478812815,62.3373769444903,North,Clothing,4
352,47,23960.391248399603,74.7414843189348,West,Beauty,6
353,35,70829.25456409575,59.40413209172627,West,Clothing,7
354,43,75183.10320605294,103.95154899603217,North,Electronics,4
355,29,48469.791985465614,72.53048215643476,South,Beauty,3
356,27,8179.154157101802,106.26920118560942,South,Home,4
357,39,49075.11103495034,90.60017678643895,North,Home,5
358,21,67836.08010805093,71.21360930675593,East,Clothing,3
359,33,30421.768624517426,76.81500484852651,West,Beauty,5
360,20,63667.19839558311,75.49395396727661,East,Beauty,3
361,46,59693.80301654009,85.89215458829986,South,Home,5
362,48,71585.82999202177,67.04799739691784,South,Beauty,5
363,28,62391.60736828307,78.14007829575843,East,Beauty,5
364,34,40538.621182368894,71.5424598528779,North,Beauty,6
365,33,83931.43003328983,59.82581961373293,East,Clothing,6
366,25,56829.4085394606,63.22758538651699,East,Beauty,6
367,47,59453.909209801364,107.32205870267634,West,Electronics,5
368,25,41334.64081853608,59.255007397634216,West,Clothing,7
369,31,51134.354976169794,72.09126230428056,East,Beauty,3
370,20,42303.94571946198,83.65230023879988,East,Beauty,5
371,45,56541.07880153154,107.12838378856935,South,Electronics,7
372,30,94234.16960284687,64.41803392997085,West,Clothing,2
373,57,32561.977141372874,84.6942801621544,West,Home,8
374,51,27728.772042465178,91.15749433465831,South,Home,4
375,50,89423.40654987218,43.16900831165541,North,Clothing,2
376,20,55813.526456962674,80.13740416513865,West,Beauty,5
377,40,46618.54522680167,69.72919437614624,West,Beauty,5
378,42,80798.09374792152,95.4904552433078,North,Home,4
379,66,47887.689205262715,72.379161999062,West,Home,6
380,30,96520.19427093872,107.0580303353166,West,Home,8
381,34,73558.51742678539,108.17166694284418,North,Electronics,4
382,32,50241.77183708595,93.29417535301575,North,Home,3
383,19,103146.16426531007,113.68750498558965,East,Electronics,6
384,18,47885.70153993323,60.59293309630357,South,Clothing,4
385,20,74841.90744018614,68.8887153302124,South,Beauty,2
386,41,65985.85160812984,90.6746750155571,North,Home,3
387,34,86034.82578797596,66.89772464662471,North,Beauty,1
388,52,91230.22393453706,63.55678815575719,West,Beauty,9
389,51,60640.08298131533,82.4867282000609,East,Home,5
390,33,44931.64259307633,109.49164417968544,East,Home,3
391,18,69199.44285878233,69.67923632360035,North,Clothing,4
392,50,46445.692604957876,104.73755954287783,West,Electronics,3
393,29,100267.74495053246,113.8734748890431,West,Electronics,4
394,51,62730.70662165475,64.05191638393445,South,Beauty,6
395,54,52693.56897375783,86.71035335143984,South,Home,4
396,19,63693.60611729817,68.0819833389329,West,Clothing,2
397,18,33057.47420940607,66.77474388248002,South,Clothing,6
398,41,40567.71922978697,52.58591259506625,North,Clothing,3
399,23,84008.27815888851,60.469580838901706,West,Clothing,6
400,39,46862.114420572085,53.06661838559202,South,Clothing,2
401,25,39061.78034636121,109.40817489977935,East,Electronics,8
402,37,70733.05505054572,102.52553176499154,West,Electronics,3
403,45,83714.08309325993,92.13822409152002,West,Electronics,6
404,40,74379.06621330134,88.24512459659218,East,Home,4
405,24,79920.95371611633,81.57333390066451,North,Beauty,5
406,32,44864.09822861078,63.71798888136473,East,Clothing,6
407,27,31563.786665163127,103.31961774981222,West,Home,1
408,23,90026.67303910974,67.03252731773627,North,Clothing,5
409,46,53546.403223157286,102.77015920841794,South,Electronics,7
410,46,54983.339670899055,93.34567889655017,South,Home,6
411,53,86563.88283698115,98.086511274908,South,Electronics,6
412,18,71124.6001880132,69.40438910073146,West,Clothing,7
413,18,69117.75544163215,69.27019036442536,East,Clothing,4
414,45,103300.04689802168,64.27566622426953,North,Beauty,3
415,28,47129.63539239714,54.2517516488993,South,Clothing,8
416,36,78556.80256162475,112.68095687321271,North,Electronics,4
417,43,61140.26249794169,60.60092469390975,West,Clothing,5
418,31,65371.845577265136,74.02912043336907,South,Beauty,5
419,44,90569.36852825063,65.58187120965647,West,Beauty,3
420,45,70156.71512579247,104.29527546740184,East,Electronics,9
421,64,70765.92158099265,79.56136488210058,West,Home,8
422,46,81450.14674619604,54.96056950142459,West,Clothing,6
423,27,52700.945409142296,69.06528631749222,East,Beauty,3
424,36,43215.80665321987,53.4666544796343,North,Clothing,5
425,32,39103.81611957933,62.59799748812446,East,Clothing,5
426,56,20672.868212479967,88.70303356391692,East,Home,5
427,18,101124.14259880644,67.22104334452627,West,Beauty,3
428,33,37935.83268556633,58.14888189712687,North,Clothing,7
429,42,55574.92752828456,68.65504846065038,South,Beauty,3
430,23,54463.73400222159,120.17114597086345,East,Electronics,0
431,30,66148.13395618202,106.51317886041915,North,Electronics,6
432,18,76314.74425078594,73.56445247568828,East,Clothing,6
433,26,77209.46976719491,75.36973604206406,East,Beauty,4
434,33,48338.45122862123,60.67605764144801,East,Clothing,5
435,48,56657.56572427177,60.40912478949916,East,Beauty,9
436,30,65651.599009766,64.40413471742067,West,Beauty,5
437,59,55026.17747632906,78.87354019584568,North,Home,4
438,23,92146.91152039985,98.53540862525374,North,Home,3
439,19,69819.49903276503,92.94891672716969,North,Home,6
440,24,74697.55572099634,59.29250875043637,East,Clothing,2
441,44,73257.62537334826,83.8802445789022,West,Home,6
442,39,83469.4771497065,102.03815402835343,East,Home,6
443,20,63620.43117407414,120.6907516548381,East,Electronics,6
444,28,34063.36104088307,76.64869757204369,North,Beauty,5
445,18,67993.75903505283,79.17039962902224,East,Beauty,3
446,48,46972.86212416342,96.70714313861157,South,Home,4
447,34,49427.666365004865,73.28437361184072,East,Beauty,4
448,33,71727.28037510187,105.85541810447673,South,Electronics,5
449,38,84765.66142867271,109.88798030896136,East,Electronics,4
450,27,60425.43153472123,99.32894324324481,West,Home,4
451,44,66176.66025197928,95.70620803734653,West,Electronics,5
452,41,94044.29889270476,76.3202426520588,North,Beauty,5
453,18,64815.063589771366,66.78121740244946,East,Clothing,5
454,36,112033.6622836079,58.79284559840147,South,Beauty,7
455,18,71310.19291263088,66.60730532099772,South,Clothing,3
456,30,24784.74481688365,105.81465723594918,East,Home,2
457,23,75066.83242209065,61.002744035573926,South,Clothing,4
458,32,67623.16769765556,110.17567649683095,West,Electronics,4
459,23,85795.05508165491,72.50199595648819,South,Beauty,6
460,18,73463.62702539917,73.34542605133763,North,Clothing,3
461,53,57230.880320324526,59.95312193344043,West,Beauty,5
462,40,35514.035274212685,91.69962756695847,West,Home,5
463,31,55819.534854279496,95.78294848716045,West,Home,5
464,47,42989.590915814,91.57656029277045,East,Electronics,5
465,38,48389.53100390555,93.78255324232778,East,Home,3
466,22,71771.5680884122,73.3453325183913,West,Clothing,10
467,47,93398.09008702813,88.37539202338218,East,Home,5
468,54,67893.43059645963,96.66431257029123,South,Electronics,4
469,23,36082.33875929631,83.27413087073326,East,Beauty,4
470,23,68892.05336440282,67.81798490396757,East,Beauty,7
471,36,83932.62973291302,93.4240183821991,West,Home,3
472,18,47804.341913612356,72.7285093369643,North,Clothing,6
473,26,57319.65666654165,114.20176996938957,North,Electronics,2
474,41,60293.76389458394,46.17437351847978,North,Clothing,4
475,64,44302.033738355196,90.39515724384452,South,Electronics,4
476,37,72965.60867687718,99.71699053574777,East,Home,4
477,51,57581.037027844366,94.24781185622017,North,Electronics,8
478,48,68390.64887814055,105.23059234647967,West,Electronics,5
479,76,42250.156443957996,75.25067826978102,North,Home,8
480,38,51250.83399353179,45.99129916261869,North,Clothing,5
481,38,74447.62715655542,97.06240882216902,East,Home,7
482,33,52543.33695816466,107.98268605076538,East,Electronics,8
483,20,94539.2770246681,107.65690262638665,East,Home,3
484,47,52007.27628770795,99.05214676484664,South,Electronics,4
485,30,64493.69451503772,99.44092897827366,South,Home,6
486,18,78651.8166374618,91.17930512840303,North,Beauty,4
487,22,31632.685341339366,77.17927950783145,East,Beauty,4
488,27,24783.823760384483,94.1486433704588,North,Home,6
489,45,29486.873708598105,51.747659292525086,West,Clothing,2
